NM_BAIRRO,POPULTOT,AreaKm2_p8,DnsPKm2_p8,geometry
Jardim do Carvalho,874,0.13054737,6694.88784033,"POLYGON ((-51.1385015849991 -30.043533764239296, -51.1378686218078 -30.044938857020597, -51.1381944828195 -30.045133712319696, -51.138530983229295 -30.0454320702719, -51.1387626248761 -30.045663756411596, -51.138811515240796 -30.0456915281398, -51.1391083216715 -30.045860126340397, -51.139285833385 -30.045954696236603, -51.1394262672622 -30.046237917115004, -51.1396589121039 -30.046442527084494, -51.139939206816095 -30.046599256245003, -51.140275440788095 -30.0467017783307, -51.140574219774 -30.046724923902495, -51.140899890908 -30.0466929906321, -51.1412171735106 -30.0465978940542, -51.1413851060491 -30.0465192010005, -51.1415342767311 -30.0463773563827, -51.142588158592694 -30.0463599770697, -51.1429987933286 -30.044096145978404, -51.1427167727009 -30.044185836085003, -51.1426432764547 -30.044199781525002, -51.1420375340173 -30.044314717256103, -51.141513750482 -30.044347768506, -51.1410415900317 -30.0442111018591, -51.1410291374771 -30.0442075053746, -51.141010456084395 -30.044200305748102, -51.1409180838854 -30.0441625015701, -51.140913930903295 -30.044159798656896, -51.1407717601535 -30.044115730420597, -51.1407696843049 -30.044114830186, -51.139739282144006 -30.043846995760102, -51.1385200427725 -30.043537838979198, -51.1385015849991 -30.043533764239296))"
Jardim do Carvalho,443,0.02259698,19604.38961313,"POLYGON ((-51.1373474592634 -30.043195199447396, -51.13668840438 -30.044435882857904, -51.136645582778094 -30.044508028053098, -51.1372519549749 -30.0446545930332, -51.137747036700894 -30.0448661527034, -51.1378686218078 -30.044938857020597, -51.1385015849991 -30.043533764239296, -51.1373837605257 -30.043205120779902, -51.1373671566298 -30.043199723370698, -51.137361967756696 -30.043197923873798, -51.137354705581295 -30.043197028986008, -51.1373474592634 -30.043195199447396))"
Jardim do Carvalho,663,0.04345851,15255.93031146,"POLYGON ((-51.136645582778094 -30.044508028053098, -51.1362692709981 -30.0451420325183, -51.1362536928908 -30.0452115143061, -51.1361599858371 -30.0456294683942, -51.136397972697395 -30.0459532020477, -51.136940849848294 -30.0462188622619, -51.1372697946207 -30.0463042530669, -51.137810681533594 -30.046627668528597, -51.138049481367794 -30.0467844450673, -51.1380766855268 -30.046804874442998, -51.138386009363 -30.046354526280293, -51.138811515240796 -30.0456915281398, -51.1387626248761 -30.045663756411596, -51.138530983229295 -30.0454320702719, -51.1381944828195 -30.045133712319696, -51.1378686218078 -30.044938857020597, -51.137747036700894 -30.0448661527034, -51.1372519549749 -30.0446545930332, -51.136645582778094 -30.044508028053098))"
,717,0.11869543,6040.67064756,"POLYGON ((-51.133249502729 -30.0419035159879, -51.132958446504 -30.042213350194, -51.132864241295195 -30.042352422487, -51.132825233125594 -30.042657490032898, -51.1328569729847 -30.0431222200437, -51.133040432894504 -30.044567760527798, -51.1362536928908 -30.0452115143061, -51.1362692709981 -30.0451420325183, -51.136645582778094 -30.044508028053098, -51.13668840438 -30.044435882857904, -51.1373474592634 -30.043195199447396, -51.136123031751 -30.0428860579689, -51.135881236215596 -30.042805086733797, -51.1353768873956 -30.0426332372748, -51.1336262194769 -30.042044819667495, -51.133249502729 -30.0419035159879))"
,713,0.064986,10971.59388176,"POLYGON ((-51.133040432894504 -30.044567760527798, -51.1330251999556 -30.0448114374399, -51.132954008602695 -30.045096683460006, -51.1327979913167 -30.045556187719402, -51.1325704335014 -30.046041934733008, -51.1325073710459 -30.046201731745704, -51.13250119210401 -30.046271214716697, -51.13250850349329 -30.0462730241568, -51.1346746537414 -30.0464567350225, -51.136031611402196 -30.0465699536861, -51.136031458106004 -30.046458050059, -51.1361599858371 -30.0456294683942, -51.1362536928908 -30.0452115143061, -51.133040432894504 -30.044567760527798))"
,908,0.17613728,5155.06995453,"POLYGON ((-51.1361599858371 -30.0456294683942, -51.136031458106004 -30.046458050059, -51.136031611402196 -30.0465699536861, -51.136031955085606 -30.046820834391802, -51.1360322122328 -30.0470085436906, -51.1360503374647 -30.047366797562304, -51.1361584212479 -30.048270940631102, -51.136326234985205 -30.0496118073091, -51.1364281542474 -30.050555663982202, -51.1365277364217 -30.051307301176394, -51.138161078344794 -30.050946425407197, -51.1395330525935 -30.0505749572831, -51.1396113064899 -30.050210304431, -51.1397300008511 -30.0497833201873, -51.139714115553005 -30.048815008775293, -51.1395725320421 -30.048455081328893, -51.1393863191949 -30.048077151891402, -51.139159637026296 -30.047688435476896, -51.1388127084802 -30.047357602040798, -51.1380766855268 -30.046804874442998, -51.138049481367794 -30.0467844450673, -51.137810681533594 -30.046627668528597, -51.1372697946207 -30.0463042530669, -51.136940849848294 -30.0462188622619, -51.136397972697395 -30.0459532020477, -51.1361599858371 -30.0456294683942))"
,824,0.59069485,1394.96729995,"POLYGON ((-51.1329865294075 -30.0569439492071, -51.140480517715 -30.0574795089203, -51.140772092737706 -30.057520710577503, -51.1423962095248 -30.0579007022302, -51.142642548186295 -30.0575042611869, -51.141757502893896 -30.057419483093298, -51.1414974176877 -30.0569080742515, -51.141418436355 -30.056811597007897, -51.1403854931315 -30.0570419226808, -51.1406652332103 -30.056785329216098, -51.140993359884796 -30.05626787582, -51.14112689729 -30.056064682059095, -51.141301274056396 -30.055400293196, -51.14132823559039 -30.054663866225898, -51.141220971869004 -30.054374295114204, -51.140941369023004 -30.053991053542603, -51.140646463271096 -30.053788317435696, -51.1403952679282 -30.0536839010517, -51.1396106587943 -30.053438365517202, -51.1394526937805 -30.051759977538598, -51.1395051544477 -30.0507049589689, -51.1395330525935 -30.0505749572831, -51.138161078344794 -30.050946425407197, -51.1365277364217 -30.051307301176394, -51.135305097425196 -30.0516081743122, -51.134585410106794 -30.051785525536502, -51.1319036554603 -30.052446385409603, -51.1321031010829 -30.0526492368552, -51.132294460183694 -30.053010927139297, -51.1322475451317 -30.0536147125862, -51.1320579498966 -30.0545796204531, -51.1323935736723 -30.055766004103997, -51.1327761191251 -30.0563486013512, -51.1329865294075 -30.0569439492071))"
,716,0.10204275,7016.66703416,"POLYGON ((-51.1346746537414 -30.0464567350225, -51.13462412828329 -30.048210246552596, -51.134585410106794 -30.051785525536502, -51.135305097425196 -30.0516081743122, -51.1365277364217 -30.051307301176394, -51.1364281542474 -30.050555663982202, -51.136326234985205 -30.0496118073091, -51.1361584212479 -30.048270940631102, -51.1360503374647 -30.047366797562304, -51.1360322122328 -30.0470085436906, -51.136031955085606 -30.046820834391802, -51.136031611402196 -30.0465699536861, -51.1346746537414 -30.0464567350225))"
,333,0.18334742,1816.22408431,"POLYGON ((-51.13250119210401 -30.046271214716697, -51.1324920414384 -30.046374115089396, -51.132468485533494 -30.046600653684497, -51.1323436168289 -30.047085394621597, -51.132217667535194 -30.047538550746903, -51.1321474480148 -30.0477777703088, -51.1320530780021 -30.047797718712104, -51.13188880529201 -30.0482960353245, -51.131919110528095 -30.048364266410502, -51.1321572409205 -30.048900407928603, -51.1321886361231 -30.0491070374306, -51.1321889184888 -30.049319112799797, -51.1323075046968 -30.0495662650798, -51.132339492281794 -30.050216899071298, -51.1318206014036 -30.050835596513604, -51.131506643816394 -30.0511084496127, -51.1315921280534 -30.0522084500057, -51.1319036554603 -30.052446385409603, -51.134585410106794 -30.051785525536502, -51.13462412828329 -30.048210246552596, -51.1346746537414 -30.0464567350225, -51.13250850349329 -30.0462730241568, -51.13250119210401 -30.046271214716697))"
,768,0.14648072,5243.01082081,"POLYGON ((-51.130667207037 -30.047016594138295, -51.1307100685192 -30.0472575864443, -51.130741550502606 -30.047532802452007, -51.130781219512 -30.047723180042002, -51.130937113081195 -30.0479468329405, -51.130961092975696 -30.048038859012003, -51.13077371733701 -30.048327828826, -51.130602540233596 -30.048314461671296, -51.130315425178495 -30.048486211074497, -51.1297783190669 -30.048663620731396, -51.1291466950263 -30.0487499733439, -51.12880423796909 -30.048644721554805, -51.128110927224796 -30.048356612766902, -51.1277568638833 -30.0480159312385, -51.1274323296227 -30.0498300679127, -51.1290725419068 -30.0499593284108, -51.1293114724148 -30.0502208047639, -51.1296221098771 -30.0505805772153, -51.12967022181311 -30.0508819480351, -51.1296707475643 -30.0512844399389, -51.129671483162305 -30.0518475675841, -51.1296954734532 -30.051947715865797, -51.1301002570443 -30.052107953200398, -51.130577446542496 -30.0521074816639, -51.13119686284819 -30.052188087430796, -51.1315921280534 -30.0522084500057, -51.131506643816394 -30.0511084496127, -51.1318206014036 -30.050835596513604, -51.132339492281794 -30.050216899071298, -51.1323075046968 -30.0495662650798, -51.1321889184888 -30.049319112799797, -51.1321886361231 -30.0491070374306, -51.1321572409205 -30.048900407928603, -51.131919110528095 -30.048364266410502, -51.1317866344203 -30.048691410405702, -51.13144442689919 -30.048776582127, -51.1310215973395 -30.047509963346005, -51.130881074894596 -30.047142805751097, -51.130667207037 -30.047016594138295))"
,841,0.08585005,9796.15038081,"POLYGON ((-51.1285783529355 -30.044835700530005, -51.12832629079679 -30.0448359459608, -51.1282193911854 -30.046397288647597, -51.1279247651803 -30.046374110971296, -51.1277287439976 -30.046397764605494, -51.127532934857896 -30.0465865660989, -51.12711399752919 -30.046693459525603, -51.127211641319896 -30.046799854507704, -51.12735201200201 -30.047059624671398, -51.127520604307 -30.047485418180703, -51.1277588196042 -30.0480049988182, -51.1277568638833 -30.0480159312385, -51.128110927224796 -30.048356612766902, -51.12880423796909 -30.048644721554805, -51.1291466950263 -30.0487499733439, -51.1297783190669 -30.048663620731396, -51.130315425178495 -30.048486211074497, -51.130602540233596 -30.048314461671296, -51.13077371733701 -30.048327828826, -51.130961092975696 -30.048038859012003, -51.130937113081195 -30.0479468329405, -51.130781219512 -30.047723180042002, -51.130741550502606 -30.047532802452007, -51.1307100685192 -30.0472575864443, -51.130667207037 -30.047016594138295, -51.13064749694809 -30.047004962459997, -51.1303676374788 -30.0471694852183, -51.1301655677066 -30.047327613494097, -51.129994573183296 -30.047452320192804, -51.1297446993584 -30.0475446160782, -51.1292705414539 -30.047466568441603, -51.12937590241759 -30.047124436641898, -51.1293756542919 -30.046934019949795, -51.129312910006796 -30.0465460279823, -51.12932816168611 -30.046309571127495, -51.1293039521967 -30.046039762294697, -51.129420975954595 -30.0458925481777, -51.1294747957164 -30.0458004454574, -51.1285783529355 -30.044835700530005))"
,959,0.31610882,3033.76539762,"POLYGON ((-51.1289138748432 -30.040517675249795, -51.12873896092041 -30.0423023655959, -51.128713570581 -30.0426245713169, -51.128651198781796 -30.0434160751355, -51.1285236673211 -30.043457712156403, -51.1284846010544 -30.043728485332498, -51.12844259899611 -30.044135531347596, -51.1282364449168 -30.044341490569103, -51.128485404457095 -30.0443493703933, -51.1285084034853 -30.044487422888405, -51.128517810339005 -30.044542463192503, -51.1285884336919 -30.044610078145897, -51.1285783529355 -30.044835700530005, -51.1294747957164 -30.0458004454574, -51.129420975954595 -30.0458925481777, -51.1293039521967 -30.046039762294697, -51.12932816168611 -30.046309571127495, -51.129312910006796 -30.0465460279823, -51.1293756542919 -30.046934019949795, -51.12937590241759 -30.047124436641898, -51.1292705414539 -30.047466568441603, -51.1297446993584 -30.0475446160782, -51.129994573183296 -30.047452320192804, -51.1301655677066 -30.047327613494097, -51.1303676374788 -30.0471694852183, -51.13064749694809 -30.047004962459997, -51.130667207037 -30.047016594138295, -51.130881074894596 -30.047142805751097, -51.1310215973395 -30.047509963346005, -51.13144442689919 -30.048776582127, -51.1317866344203 -30.048691410405702, -51.131919110528095 -30.048364266410502, -51.13188880529201 -30.0482960353245, -51.1320530780021 -30.047797718712104, -51.1321474480148 -30.0477777703088, -51.132217667535194 -30.047538550746903, -51.1323436168289 -30.047085394621597, -51.132468485533494 -30.046600653684497, -51.1324920414384 -30.046374115089396, -51.13250119210401 -30.046271214716697, -51.1325073710459 -30.046201731745704, -51.1325704335014 -30.046041934733008, -51.1327979913167 -30.045556187719402, -51.132954008602695 -30.045096683460006, -51.1330251999556 -30.0448114374399, -51.133040432894504 -30.044567760527798, -51.1328569729847 -30.0431222200437, -51.132825233125594 -30.042657490032898, -51.132864241295195 -30.042352422487, -51.132958446504 -30.042213350194, -51.133249502729 -30.0419035159879, -51.132865527430006 -30.0417631209854, -51.13258115344959 -30.041659305303007, -51.1322615473075 -30.041542627505404, -51.1319107777914 -30.041410318463303, -51.1316212754576 -30.0413293870577, -51.1312176349699 -30.0412178852638, -51.13098513530019 -30.041155771591303, -51.130443570115304 -30.041011089224295, -51.130312830073606 -30.0409760228478, -51.130040963567104 -30.040895070532695, -51.129479557443794 -30.040701595779304, -51.1289793850964 -30.0405342298462, -51.1289138748432 -30.040517675249795))"
,378,0.07470265,5060.06145699,"POLYGON ((-51.126549690967 -30.0401282645578, -51.1264451625137 -30.0408371825872, -51.1263573251516 -30.0414329006683, -51.12626777342201 -30.041975359275597, -51.126203520065395 -30.0428363586374, -51.126223228234096 -30.042836339784394, -51.1274898416277 -30.042916342487402, -51.127510124706006 -30.042556245117602, -51.128072373416096 -30.042593603447898, -51.128713570581 -30.0426245713169, -51.12873896092041 -30.0423023655959, -51.1289138748432 -30.040517675249795, -51.1287801679567 -30.0404838872022, -51.1282894181836 -30.0403823883507, -51.127444909671794 -30.0402352048485, -51.1269967251859 -30.0401747190109, -51.1269654939856 -30.040170504127598, -51.1268473528626 -30.0401545601023, -51.126549690967 -30.0401282645578))"
,568,0.04610976,12318.43323409,"POLYGON ((-51.128713570581 -30.0426245713169, -51.128072373416096 -30.042593603447898, -51.127510124706006 -30.042556245117602, -51.1274898416277 -30.042916342487402, -51.126223228234096 -30.042836339784394, -51.126203520065395 -30.0428363586374, -51.1261379030133 -30.044257780861603, -51.1282364449168 -30.044341490569103, -51.12844259899611 -30.044135531347596, -51.1284846010544 -30.043728485332498, -51.1285236673211 -30.043457712156403, -51.128651198781796 -30.0434160751355, -51.128713570581 -30.0426245713169))"
,873,0.05885612,14832.78204544,"POLYGON ((-51.1261379030133 -30.044257780861603, -51.1261001663842 -30.044764091570006, -51.1260818079818 -30.045010478041593, -51.1260659148275 -30.0455645976671, -51.126091261608295 -30.0459201388091, -51.1261401880365 -30.0460563620086, -51.1264557553711 -30.046233842582797, -51.1268855074284 -30.0464734816751, -51.12711399752919 -30.046693459525603, -51.127532934857896 -30.0465865660989, -51.1277287439976 -30.046397764605494, -51.1279247651803 -30.046374110971296, -51.1282193911854 -30.046397288647597, -51.12832629079679 -30.0448359459608, -51.1285783529355 -30.044835700530005, -51.1285884336919 -30.044610078145897, -51.128517810339005 -30.044542463192503, -51.1285084034853 -30.044487422888405, -51.128485404457095 -30.0443493703933, -51.1282364449168 -30.044341490569103, -51.1261379030133 -30.044257780861603))"
,929,0.10359559,8967.56319453,"POLYGON ((-51.1239563254346 -30.0441564525641, -51.123948172344 -30.044245416939003, -51.1247059946063 -30.045550548436097, -51.1247966435775 -30.0458717349912, -51.1250573444246 -30.0461395158311, -51.1254965072178 -30.0464414196078, -51.1261567601917 -30.046853209569903, -51.1261008415903 -30.0477457860315, -51.125993326084604 -30.049669009196005, -51.1274323296227 -30.0498300679127, -51.1277568638833 -30.0480159312385, -51.1277588196042 -30.0480049988182, -51.127520604307 -30.047485418180703, -51.12735201200201 -30.047059624671398, -51.127211641319896 -30.046799854507704, -51.12711399752919 -30.046693459525603, -51.1268855074284 -30.0464734816751, -51.1264557553711 -30.046233842582797, -51.1261401880365 -30.0460563620086, -51.126091261608295 -30.0459201388091, -51.1260659148275 -30.0455645976671, -51.1260818079818 -30.045010478041593, -51.1261001663842 -30.044764091570006, -51.1261379030133 -30.044257780861603, -51.1248484581319 -30.044197889682, -51.1239563254346 -30.0441564525641))"
,588,0.05398233,10892.45314161,"POLYGON ((-51.1264451625137 -30.0408371825872, -51.1251076712984 -30.0408023759273, -51.125036033035094 -30.041572234365503, -51.1249291680156 -30.0431994540937, -51.1248484581319 -30.044197889682, -51.1261379030133 -30.044257780861603, -51.126203520065395 -30.0428363586374, -51.12626777342201 -30.041975359275597, -51.1263573251516 -30.0414329006683, -51.1264451625137 -30.0408371825872))"
,357,0.06248013,5713.81653655,"POLYGON ((-51.124253948933 -30.039549548768495, -51.1243002859204 -30.039651611576904, -51.124204297997096 -30.040860986224303, -51.124170975707 -30.0413474466386, -51.1240443660454 -30.043195776638797, -51.1239563254346 -30.0441564525641, -51.1248484581319 -30.044197889682, -51.1249291680156 -30.0431994540937, -51.125036033035094 -30.041572234365503, -51.1251076712984 -30.0408023759273, -51.1264451625137 -30.0408371825872, -51.126549690967 -30.0401282645578, -51.12622078631701 -30.0400992090187, -51.126012146191 -30.040074920336696, -51.1259593620295 -30.040068775508594, -51.125591069923004 -30.040013174614497, -51.125090893876106 -30.0398349644498, -51.124253948933 -30.039549548768495))"
,358,0.07281199,4916.77263594,"POLYGON ((-51.121481147464095 -30.038848917958603, -51.1214188756923 -30.039686782548504, -51.121340980705696 -30.0406711970286, -51.122061864284596 -30.0412925520487, -51.124170975707 -30.0413474466386, -51.124204297997096 -30.040860986224303, -51.1243002859204 -30.039651611576904, -51.124253948933 -30.039549548768495, -51.1241434879721 -30.039511879277097, -51.1225746735306 -30.039099120819298, -51.1224781818985 -30.039075746682997, -51.122401391059896 -30.039046939496796, -51.122282072625396 -30.0390172692294, -51.1222675458159 -30.039012770434102, -51.1222633957753 -30.039011871828006, -51.12224783284609 -30.039008276441596, -51.12222708264589 -30.039003783407, -51.121481147464095 -30.038848917958603))"
,472,0.05599816,8428.84837645,"POLYGON ((-51.121340980705696 -30.0406711970286, -51.121270768208 -30.041558522420594, -51.1220464185013 -30.042228407786695, -51.1224035160896 -30.0424536896896, -51.1228487587219 -30.0426590346629, -51.1232948017635 -30.042672155390402, -51.12314826637321 -30.044118920436, -51.1239563254346 -30.0441564525641, -51.1240443660454 -30.043195776638797, -51.124170975707 -30.0413474466386, -51.122061864284596 -30.0412925520487, -51.121340980705696 -30.0406711970286))"
,667,0.33956668,1964.26810781,"POLYGON ((-51.121270768208 -30.041558522420594, -51.1212520714137 -30.041542375055002, -51.12098411666901 -30.041261958784304, -51.1209157226252 -30.041315266072004, -51.1207093709816 -30.043926244800403, -51.1205228111129 -30.047468532606803, -51.122095414486495 -30.047487843102104, -51.1220881852639 -30.049200699656097, -51.125993326084604 -30.049669009196005, -51.1261008415903 -30.0477457860315, -51.1261567601917 -30.046853209569903, -51.1254965072178 -30.0464414196078, -51.1250573444246 -30.0461395158311, -51.1247966435775 -30.0458717349912, -51.1247059946063 -30.045550548436097, -51.123948172344 -30.044245416939003, -51.1239563254346 -30.0441564525641, -51.12314826637321 -30.044118920436, -51.1232948017635 -30.042672155390402, -51.1228487587219 -30.0426590346629, -51.1224035160896 -30.0424536896896, -51.1220464185013 -30.042228407786695, -51.121270768208 -30.041558522420594))"
,483,2.9161941,165.62683533,"POLYGON ((-51.1233030526527 -30.0553710441262, -51.1329865294075 -30.0569439492071, -51.1327761191251 -30.0563486013512, -51.1323935736723 -30.055766004103997, -51.1320579498966 -30.0545796204531, -51.1322475451317 -30.0536147125862, -51.132294460183694 -30.053010927139297, -51.1321031010829 -30.0526492368552, -51.1319036554603 -30.052446385409603, -51.1315921280534 -30.0522084500057, -51.13119686284819 -30.052188087430796, -51.130577446542496 -30.0521074816639, -51.1301002570443 -30.052107953200398, -51.1296954734532 -30.051947715865797, -51.129671483162305 -30.0518475675841, -51.1296707475643 -30.0512844399389, -51.12967022181311 -30.0508819480351, -51.1296221098771 -30.0505805772153, -51.1293114724148 -30.0502208047639, -51.1290725419068 -30.0499593284108, -51.1274323296227 -30.0498300679127, -51.125993326084604 -30.049669009196005, -51.1220881852639 -30.049200699656097, -51.122095414486495 -30.047487843102104, -51.1205228111129 -30.047468532606803, -51.1207093709816 -30.043926244800403, -51.1209157226252 -30.041315266072004, -51.12098411666901 -30.041261958784304, -51.1212520714137 -30.041542375055002, -51.121270768208 -30.041558522420594, -51.121340980705696 -30.0406711970286, -51.1214188756923 -30.039686782548504, -51.121481147464095 -30.038848917958603, -51.121266360883 -30.0388043255852, -51.1204725611357 -30.038542439324196, -51.1204694483582 -30.038541539714497, -51.120434165110204 -30.038527132698494, -51.1189848653698 -30.0382838830318, -51.1188354952647 -30.0382758955523, -51.1188209730374 -30.038275006176498, -51.1188137124637 -30.038275012713104, -51.1188116380141 -30.0382750145806, -51.11880333913591 -30.0382741196001, -51.1187307247674 -30.038266965336103, -51.1181560582338 -30.038230480566202, -51.117143802822596 -30.038295456951197, -51.11666155465401 -30.038348226272902, -51.1166470356153 -30.038350044008098, -51.1166377016444 -30.0383509547084, -51.1160061144951 -30.038422804995008, -51.115129730334594 -30.038485841490896, -51.11429687848501 -30.0385226633716, -51.114125756685695 -30.038540860466398, -51.1141174588638 -30.038540867640698, -51.114112272725 -30.0385408721243, -51.11410501213079 -30.0385408784011, -51.1140904919794 -30.038541793403898, -51.1140894588956 -30.0385418509416, -51.113445375491004 -30.0385766425863, -51.1124901946962 -30.038671314995007, -51.1117053767481 -30.0389959615017, -51.1116950115298 -30.0390022874319, -51.1111043009907 -30.039460328742702, -51.1104989410701 -30.039808280593494, -51.110497905838095 -30.0398100863625, -51.10996095351331 -30.0401638812287, -51.1097381608063 -30.04031067809, -51.1097360873112 -30.0403115822648, -51.109501855800595 -30.040480535135302, -51.1092759055979 -30.040635041512694, -51.108580183485195 -30.040884692094096, -51.108578109967695 -30.0408855962506, -51.10814473906039 -30.041070052003402, -51.1081322979077 -30.0410754769011, -51.108127113602094 -30.041077286049596, -51.108121930279395 -30.0410799976482, -51.1081094881413 -30.0410845200935, -51.1080691499116 -30.041100157809105, -51.107994447011 -30.0411291175013, -51.108323262513 -30.043152770236297, -51.108471636799194 -30.0440659207059, -51.1086801783079 -30.0453192812214, -51.1087723561705 -30.045873281689005, -51.10890473999469 -30.046667461788598, -51.108952999755196 -30.0469569755687, -51.10950456538401 -30.050520455874008, -51.1105586405944 -30.050544054572697, -51.1114979466697 -30.051077487652503, -51.1122864999181 -30.0509847166822, -51.1135157152758 -30.051622517103603, -51.1143214229307 -30.052151262752098, -51.116113302447005 -30.0533271836847, -51.118397787593004 -30.0545534999496, -51.119384261586895 -30.0548849552117, -51.12057210721159 -30.0552840713416, -51.1233030526527 -30.0553710441262))"
,548,0.03724134,14714.83034714,"POLYGON ((-51.107994447011 -30.0411291175013, -51.1079881804261 -30.041131546836205, -51.1073380362774 -30.041330616289, -51.1067977331419 -30.0414312265505, -51.10669816412489 -30.041438526668898, -51.1066826062222 -30.041439441693004, -51.1066743081566 -30.0414394483983, -51.1066701591238 -30.041439451750698, -51.1066597875117 -30.041440362581596, -51.106475163554194 -30.0414504241028, -51.106510641203 -30.041644436930003, -51.1067466874748 -30.0433029660369, -51.108323262513 -30.043152770236297, -51.107994447011 -30.0411291175013))"
,889,0.04367617,20354.34883599,"POLYGON ((-51.108323262513 -30.043152770236297, -51.1067466874748 -30.0433029660369, -51.1067750671384 -30.043502369729204, -51.1070560777106 -30.045479426209702, -51.1086801783079 -30.0453192812214, -51.108471636799194 -30.0440659207059, -51.108323262513 -30.043152770236297))"
,566,0.03015027,18772.63454025,"POLYGON ((-51.1086801783079 -30.0453192812214, -51.1070560777106 -30.045479426209702, -51.107243329003595 -30.0467968370789, -51.107420726302905 -30.046812034490703, -51.1077154479261 -30.0469264055086, -51.1083927931373 -30.046905997125496, -51.10865409772779 -30.0468155372597, -51.10890473999469 -30.046667461788598, -51.1087723561705 -30.045873281689005, -51.1086801783079 -30.0453192812214))"
