NM_BAIRRO,POPULTOT,AreaKm2_p8,DnsPKm2_p8,geometry
Três Figueiras,599,0.30557368,1960.24736162,"POLYGON ((-51.1745548637042 -30.0279310854734, -51.17450594014839 -30.027917925029797, -51.17366465593079 -30.027813448852598, -51.172349794804205 -30.027929785313898, -51.172200634460005 -30.0279924427908, -51.1717528485777 -30.028180543279007, -51.1705502863056 -30.028469986165003, -51.17052228938731 -30.028471215902204, -51.170554545235795 -30.0309526245895, -51.170556212726005 -30.0319245623888, -51.168794084523 -30.0319157456324, -51.1687443831927 -30.0325865852583, -51.1711973503906 -30.032627643374898, -51.1712379521156 -30.032716030853393, -51.1708664852004 -30.0350358114918, -51.1730555457642 -30.034777562896302, -51.1749255146978 -30.033720296708303, -51.1744737121364 -30.033192795178604, -51.1740528274471 -30.032718662271602, -51.1749435580364 -30.0320180839103, -51.173965642927094 -30.030904850658395, -51.1736289269099 -30.0305154355442, -51.173492566882004 -30.030232245327497, -51.1735025665931 -30.0300192536579, -51.1736824071709 -30.029663451061797, -51.1743293593939 -30.0283549451591, -51.1745548637042 -30.0279310854734))"
Chácara das Pedras,802,0.114068,7030.89385279,"POLYGON ((-51.159524548258204 -30.0283127978198, -51.1591800701587 -30.028320856638196, -51.1586740624792 -30.028388247813805, -51.1583103437407 -30.028583614498096, -51.1568973784318 -30.029642976456003, -51.1565090985522 -30.030053150869694, -51.1561249626278 -30.0304624167626, -51.1559602819854 -30.030614554329105, -51.155913691455595 -30.0306575962418, -51.1556827617423 -30.0308834819392, -51.1549444202071 -30.0316180445372, -51.155730313511896 -30.0321071500817, -51.156293665382904 -30.0322174852062, -51.1569023829046 -30.032156298182493, -51.1573731146814 -30.032068199527103, -51.1579922624318 -30.0320448979755, -51.1581037567681 -30.032047972042697, -51.1590489825539 -30.0313054225307, -51.1588149056314 -30.030856283757398, -51.1587156073014 -30.030374494145597, -51.159524548258204 -30.0283127978198))"
Chácara das Pedras,523,0.04997932,10464.32804608,"POLYGON ((-51.1614794007706 -30.0282843740742, -51.1605450082186 -30.0283044519173, -51.1597250715411 -30.030576327057204, -51.1607343120238 -30.032384128945502, -51.161658453959895 -30.032578315858398, -51.1616454488353 -30.032234497861396, -51.16147272318 -30.031891777959697, -51.16092906011801 -30.031132578416603, -51.1606939744733 -30.0307060055138, -51.1612337690374 -30.0290827386406, -51.1614794007706 -30.0282843740742))"
Vila Ipiranga,426,0.02820726,15102.49488961,"POLYGON ((-51.1462605999688 -30.0106551042583, -51.1462774280622 -30.010834518761204, -51.1463448829124 -30.011553695803904, -51.1463545301476 -30.011656550825297, -51.14779652617721 -30.011511471662303, -51.1478429908832 -30.012066597889, -51.148702528244705 -30.0119981602127, -51.1486417079022 -30.010867001432302, -51.148284968609794 -30.0108431073978, -51.1476357931288 -30.0108086395575, -51.1467802022803 -30.0107301779944, -51.1462605999688 -30.0106551042583))"
Jardim Itu-Sabará,549,0.10023522,5477.11672604,"POLYGON ((-51.1401255890967 -30.017642958337998, -51.1394158258811 -30.018099481960004, -51.1387118397515 -30.016718567064398, -51.1378825829677 -30.016966708443, -51.137333025381004 -30.017006086988598, -51.1369700483363 -30.016987512678497, -51.13614412272249 -30.017030756579693, -51.136323876495396 -30.018622538315196, -51.1382446036891 -30.018534794330797, -51.1385598409683 -30.018522731819097, -51.1388214027261 -30.018689410846296, -51.1384923469158 -30.0192041551354, -51.1380953752158 -30.0201016099265, -51.13946232563689 -30.020232414766504, -51.139662206708095 -30.019270606207396, -51.140851474006396 -30.019066114837006, -51.140170254187005 -30.017731384110295, -51.1401255890967 -30.017642958337998))"
Jardim Itu-Sabará,701,0.04346571,16127.65557033,"POLYGON ((-51.135764039992395 -30.013664992746502, -51.1343306620499 -30.0137612445853, -51.1343440165497 -30.0144353643724, -51.134567186388495 -30.0168961293744, -51.134589347349696 -30.017139734207696, -51.1353114464827 -30.016669754935805, -51.1351135685784 -30.015282885782003, -51.1359379831843 -30.015205319780396, -51.1358396478376 -30.014334526325896, -51.135764039992395 -30.013664992746502))"
Jardim Itu-Sabará,640,0.12781057,5007.41057645,"POLYGON ((-51.13918733565011 -30.0215552174291, -51.137503025447494 -30.0214550060555, -51.1376498215216 -30.021119140389704, -51.1369997979947 -30.0212678191756, -51.1366320845314 -30.0213518269115, -51.1367619374617 -30.022501719452602, -51.1368430882134 -30.023320151994497, -51.1368902410421 -30.023795704083195, -51.137005371554196 -30.024952536081898, -51.1376520305629 -30.024960880699705, -51.1377310600698 -30.0258614460475, -51.13948970425471 -30.0256682786095, -51.1392267483537 -30.021558781771404, -51.13918733565011 -30.0215552174291))"
Rubem Berta,414,0.00369041,112182.65721153,"POLYGON ((-51.101788035174096 -30.017409184015897, -51.10152051675871 -30.01741423993, -51.10160143683449 -30.0185037411926, -51.101882467424495 -30.0184830318603, -51.101788035174096 -30.017409184015897))"
Rubem Berta,417,0.01754873,23762.40331921,"POLYGON ((-51.1015060237292 -30.015481420204004, -51.101533134680494 -30.015666744280804, -51.101788035174096 -30.017409184015897, -51.101882467424495 -30.0184830318603, -51.102350123165294 -30.0184438648198, -51.10208596514249 -30.015698720860495, -51.1015091850459 -30.015482658160003, -51.1015060237292 -30.015481420204004))"
Rubem Berta,332,0.00980623,33856.02825959,"POLYGON ((-51.101001265118796 -30.015689659289194, -51.1005522733402 -30.0157090036006, -51.1007279215902 -30.0174072841069, -51.1012021577069 -30.017415315229, -51.101001265118796 -30.015689659289194))"
Rubem Berta,478,0.01206401,39621.98307196,"POLYGON ((-51.101533134680494 -30.015666744280804, -51.101001265118796 -30.015689659289194, -51.1012021577069 -30.017415315229, -51.101340055919 -30.017417650515895, -51.10152051675871 -30.01741423993, -51.101788035174096 -30.017409184015897, -51.101533134680494 -30.015666744280804))"
Santo Antônio,56,0.0026115,21443.61478078,"POLYGON ((-51.1984314838716 -30.056280276293695, -51.198261113465 -30.056418178383, -51.198982154087005 -30.057066652081794, -51.1991483333758 -30.056919763975003, -51.1984314838716 -30.056280276293695))"
Santo Antônio,55,0.00259338,21207.84458891,"POLYGON ((-51.1986023813181 -30.056141947605102, -51.1984314838716 -30.056280276293695, -51.1991483333758 -30.056919763975003, -51.1993150346789 -30.056772414452798, -51.1986023813181 -30.056141947605102))"
Santo Antônio,0,0.00252766,,"POLYGON ((-51.198773810663795 -30.056003188383894, -51.198750714455 -30.056021883035797, -51.1986023813181 -30.056141947605102, -51.1993150346789 -30.056772414452798, -51.1994761265442 -30.056630023188003, -51.198773810663795 -30.056003188383894))"
Santo Antônio,0,0.00251964,,"POLYGON ((-51.1992273890028 -30.0556360506759, -51.1990543444706 -30.0557761172697, -51.199766164558596 -30.056412093992297, -51.1999258951969 -30.056276706932497, -51.1992273890028 -30.0556360506759))"
Santo Antônio,0,0.00262636,,"POLYGON ((-51.199398217112595 -30.055496754138296, -51.1992655503757 -30.0556051619015, -51.1992273890028 -30.0556360506759, -51.1999258951969 -30.056276706932497, -51.200102862907 -30.056126709798395, -51.199398217112595 -30.055496754138296))"
Santo Antônio,0,0.00246136,,"POLYGON ((-51.1995629812308 -30.0553621182083, -51.199398217112595 -30.055496754138296, -51.200102862907 -30.056126709798395, -51.20026534464039 -30.0559889909212, -51.1995629812308 -30.0553621182083))"
Vila Ipiranga,0,0.02314147,,"POLYGON ((-51.14643679482219 -30.0125336243824, -51.1464797091596 -30.012991160143503, -51.1465103674775 -30.0133430806302, -51.146550381036 -30.0138023879882, -51.14795805483949 -30.013714206179504, -51.147853822521 -30.0123867882023, -51.147852222850005 -30.0123614618779, -51.14643620931329 -30.0125273819163, -51.14643679482219 -30.0125336243824))"
Mário Quintana,747,0.39607385,1886.01191419,"POLYGON ((-51.104685205630396 -30.035904064346997, -51.1033856231667 -30.035910037067897, -51.10310766931019 -30.0359255960757, -51.102346536927094 -30.036094044227898, -51.101452510648194 -30.036136246880204, -51.1005235495443 -30.036505157617203, -51.1002209657735 -30.036783342745203, -51.1009348818913 -30.037093242424902, -51.101091790617794 -30.0373773946894, -51.100568170961004 -30.038573542872502, -51.1001876310759 -30.0386956630807, -51.0993121919292 -30.038679177753398, -51.0985579670859 -30.0395641452272, -51.0983172078157 -30.040490239779693, -51.0991036902547 -30.041776547327007, -51.0991847716909 -30.041951561966297, -51.099597215794 -30.0425992113833, -51.0999473650037 -30.043183735038397, -51.10072018064079 -30.044248942247002, -51.1013830129772 -30.044253849674895, -51.101630042734 -30.044405271487193, -51.10173546808541 -30.0460718167723, -51.1020278582754 -30.045932813565695, -51.10214709169429 -30.0458776718911, -51.1027909128476 -30.045544167964998, -51.1031690238599 -30.0450592570786, -51.1031985826582 -30.0445565689682, -51.1033369969404 -30.043996941261103, -51.1033752088192 -30.043720190857197, -51.10301100208069 -30.0427211305158, -51.1029392262569 -30.0425244521889, -51.1029134267802 -30.0416518021656, -51.102865322722195 -30.041275517540097, -51.1030820437364 -30.0412121769433, -51.1031669026509 -30.041023498376, -51.1032268334042 -30.0408023509976, -51.1027670505253 -30.0395302533455, -51.102572326795695 -30.038794906843698, -51.102597111185794 -30.038689300766002, -51.1022589743069 -30.038689563058007, -51.1022101919826 -30.0386580150244, -51.1021736938539 -30.0384685284535, -51.1023064701234 -30.038479255067603, -51.102306329656 -30.038342984995797, -51.102366423613695 -30.0382797668154, -51.1028975827931 -30.037375097473692, -51.1030416358955 -30.037259471328397, -51.104574992975 -30.037593977856098, -51.1057762361351 -30.037709281412997, -51.1058852743515 -30.036878191885698, -51.104735942016795 -30.036781643791, -51.104685205630396 -30.035904064346997))"
Jardim Itu-Sabará,397,0.04962729,7999.63084827,"POLYGON ((-51.1429757070501 -30.031659406463294, -51.1428827485153 -30.0333751981935, -51.1429280011874 -30.033829984730296, -51.1429863900658 -30.0347639586646, -51.1430825150596 -30.0352834243084, -51.14378250947029 -30.0351755135375, -51.143706032240296 -30.0346485653097, -51.1442639126393 -30.034582833651903, -51.1441804034431 -30.034193212167803, -51.1441564195013 -30.031959670781102, -51.1437591501238 -30.0319339332166, -51.1437494362912 -30.0316670104717, -51.1429757070501 -30.031659406463294))"
Sarandi,380,0.0351222,10819.36780726,"POLYGON ((-51.134572294028004 -30.008842053073597, -51.1327149319527 -30.0089585775682, -51.1330013722186 -30.010748320671002, -51.133324758232796 -30.010636161757102, -51.134157028679496 -30.0103465329615, -51.1344586726134 -30.010269517377793, -51.134682649644496 -30.010245336917396, -51.134572294028004 -30.008842053073597))"
Sarandi,523,0.10590816,4938.24083055,"POLYGON ((-51.120285955912 -30.0060678221728, -51.119331202625396 -30.006253691786302, -51.117124165403794 -30.0066843340623, -51.11712226625959 -30.006684544180104, -51.1172136863923 -30.006979357621, -51.1173395623354 -30.007327593684405, -51.118233740803795 -30.0095523691361, -51.1200877140018 -30.0084811685979, -51.1210605682625 -30.0079190252199, -51.120802650019 -30.006222562530702, -51.120299669140095 -30.006260935188898, -51.120285955912 -30.0060678221728))"
Rubem Berta,567,0.04205109,13483.59816595,"POLYGON ((-51.1007679291701 -30.025604257170794, -51.1009150621219 -30.025759356655197, -51.101128056321 -30.026141833928495, -51.1011283126891 -30.0261427354788, -51.1021081130824 -30.026139275014298, -51.1030290841564 -30.0261647309529, -51.1040474437501 -30.026095346172493, -51.104052201833696 -30.025687433574102, -51.104381754025205 -30.0254552430409, -51.1045570586503 -30.0254893975965, -51.1046505120175 -30.0255985204211, -51.104738177997895 -30.026120068877002, -51.104873342976795 -30.026443942291092, -51.104991679479 -30.0265449230156, -51.105582736161296 -30.0264578163006, -51.1061178662522 -30.026306821880198, -51.1065417662263 -30.026187212589104, -51.106695864526095 -30.025787301427602, -51.1065072521612 -30.0249499770698, -51.106264256239406 -30.0246532656763, -51.1061233462763 -30.024507058728904, -51.1057208504564 -30.024678068041602, -51.105352851357594 -30.024834486543103, -51.10486561849719 -30.025021682153902, -51.1043782168626 -30.025050044309303, -51.1042433192872 -30.0250393860289, -51.1041901093518 -30.0250351819028, -51.104156348259906 -30.025115196106704, -51.1041494540088 -30.0251330357323, -51.104068434073895 -30.025342683639796, -51.1040177690928 -30.0254807728677, -51.1038821419753 -30.0257101287759, -51.1007679291701 -30.025604257170794), (-51.1057120502027 -30.0261535861477, -51.1054797764365 -30.026188065090096, -51.105250541116895 -30.026153954761696, -51.10502112462171 -30.0259483780743, -51.1048870684198 -30.025692187899, -51.104807950192104 -30.025408880391797, -51.104910406778494 -30.025204844603795, -51.1052929845756 -30.025102562921003, -51.105847618967694 -30.024907189647003, -51.106095462294796 -30.0248880392527, -51.10625010877249 -30.025000721587798, -51.1063214316068 -30.025748797927, -51.1057120502027 -30.0261535861477))"
,0,0.01264133,,"POLYGON ((-51.198202158349005 -30.1314344037652, -51.1980144729799 -30.131522279836304, -51.197906642882494 -30.1316639463117, -51.1977921256525 -30.131814398298097, -51.1990319951615 -30.133116252562097, -51.1994788624133 -30.1328168691759, -51.198202158349005 -30.1314344037652))"
Cristo Redentor,530,0.0022083,240003.62269619,"POLYGON ((-51.1595873786643 -30.011582876435497, -51.158948828990795 -30.011475044569096, -51.158894255353594 -30.0117397113274, -51.1595373885077 -30.011856072287895, -51.1595873786643 -30.011582876435497))"
Cristo Redentor,575,0.00295715,194443.97477301,"POLYGON ((-51.158894255353594 -30.0117397113274, -51.1588171130197 -30.012109628455, -51.159476755454804 -30.012197273244297, -51.1595373885077 -30.011856072287895, -51.158894255353594 -30.0117397113274))"
Rubem Berta,882,0.06422707,13732.52742185,"POLYGON ((-51.1061178662522 -30.026306821880198, -51.105582736161296 -30.0264578163006, -51.104991679479 -30.0265449230156, -51.104873342976795 -30.026443942291092, -51.104738177997895 -30.026120068877002, -51.1046505120175 -30.0255985204211, -51.1045570586503 -30.0254893975965, -51.104381754025205 -30.0254552430409, -51.104052201833696 -30.025687433574102, -51.1040474437501 -30.026095346172493, -51.1040425230023 -30.0263480369346, -51.1038310072112 -30.026398740768904, -51.103686956558796 -30.026500831143498, -51.1035504640176 -30.0266955804041, -51.1038831795076 -30.0267019239904, -51.1044131476599 -30.0267087256875, -51.10439593906769 -30.0271103309051, -51.1043510374515 -30.0278061576466, -51.1041882045095 -30.0278008714905, -51.104187488923 -30.0281078839488, -51.104851200037395 -30.0280638630273, -51.1057484703487 -30.028215662111602, -51.10577235908101 -30.028225527932, -51.1065401447598 -30.028542616153096, -51.107179298463 -30.028806517596898, -51.107775418995196 -30.027669834917194, -51.107473459910096 -30.027579817490004, -51.1074393772815 -30.027625897925198, -51.1072963344826 -30.0276991129166, -51.10721752737601 -30.0277118112673, -51.107131301752794 -30.0275774157629, -51.1070791278671 -30.0272823559638, -51.1069504260268 -30.027189507605, -51.1067791903495 -30.0270849616289, -51.10671828625 -30.0268976603874, -51.1061178662522 -30.026306821880198), (-51.1065216737533 -30.026792774821704, -51.106532153236394 -30.026893841109004, -51.10650327103679 -30.0270400617957, -51.106365448728894 -30.027145759879, -51.1061280181942 -30.027209122613495, -51.105846968107 -30.0272156653492, -51.1056250323017 -30.027221257764, -51.105434164744096 -30.027184409712497, -51.1052215122915 -30.027142164024703, -51.10493623569079 -30.027074707033798, -51.1047452125522 -30.026889855804395, -51.1048902902514 -30.026778738931505, -51.10523771584109 -30.0267739502708, -51.105361064375494 -30.0267106802048, -51.1056430714556 -30.026630136590597, -51.10593235224 -30.0265631233337, -51.106100356227294 -30.026556671290503, -51.106291241177196 -30.026610664975006, -51.1064790779143 -30.026723320288696, -51.1065216737533 -30.026792774821704))"
